year,state_name,state_alpha,region,week_ending,week,excellent,good,fair,poor,very poor
2014,KANSAS,KS,Semi-Arid Continental,2014-06-01,22,4.0,37.0,50.0,7.0,2.0
2014,KANSAS,KS,Semi-Arid Continental,2014-06-08,23,5.0,42.0,45.0,6.0,2.0
2014,KANSAS,KS,Semi-Arid Continental,2014-06-15,24,6.0,44.0,41.0,7.0,2.0
2014,KANSAS,KS,Semi-Arid Continental,2014-06-22,25,7.0,44.0,39.0,7.0,3.0
2014,KANSAS,KS,Semi-Arid Continental,2014-06-29,26,10.0,45.0,36.0,7.0,2.0
2014,KANSAS,KS,Semi-Arid Continental,2014-07-06,27,11.0,47.0,34.0,6.0,2.0
2014,KANSAS,KS,Semi-Arid Continental,2014-07-13,28,13.0,49.0,30.0,6.0,2.0
2014,KANSAS,KS,Semi-Arid Continental,2014-07-20,29,15.0,49.0,29.0,5.0,2.0
2014,KANSAS,KS,Semi-Arid Continental,2014-07-27,30,15.0,44.0,31.0,7.0,3.0
2014,KANSAS,KS,Semi-Arid Continental,2014-08-03,31,14.0,43.0,31.0,9.0,3.0
2014,KANSAS,KS,Semi-Arid Continental,2014-08-10,32,13.0,42.0,31.0,9.0,5.0
2014,KANSAS,KS,Semi-Arid Continental,2014-08-17,33,13.0,42.0,30.0,9.0,6.0
2014,KANSAS,KS,Semi-Arid Continental,2014-08-24,34,12.0,42.0,30.0,10.0,6.0
2014,KANSAS,KS,Semi-Arid Continental,2014-08-31,35,12.0,42.0,29.0,11.0,6.0
2014,KANSAS,KS,Semi-Arid Continental,2014-09-07,36,13.0,41.0,29.0,11.0,6.0
2014,KANSAS,KS,Semi-Arid Continental,2014-09-14,37,13.0,42.0,29.0,10.0,6.0
2014,KANSAS,KS,Semi-Arid Continental,2014-09-21,38,14.0,41.0,29.0,10.0,6.0
2014,KANSAS,KS,Semi-Arid Continental,2014-09-28,39,15.0,41.0,28.0,10.0,6.0
2014,KANSAS,KS,Semi-Arid Continental,2014-10-05,40,15.0,41.0,28.0,10.0,6.0
2014,KANSAS,KS,Semi-Arid Continental,2014-10-12,41,15.0,41.0,28.0,10.0,6.0
2014,KANSAS,KS,Semi-Arid Continental,2014-10-19,42,15.0,41.0,28.0,10.0,6.0
2014,KANSAS,KS,Semi-Arid Continental,2014-10-26,43,15.0,41.0,28.0,10.0,6.0
2014,KENTUCKY,KY,Subtropical Humid,2014-05-18,20,11.0,61.0,25.0,2.0,1.0
2014,KENTUCKY,KY,Subtropical Humid,2014-05-25,21,12.0,66.0,19.0,2.0,1.0
2014,KENTUCKY,KY,Subtropical Humid,2014-06-01,22,14.0,66.0,17.0,2.0,1.0
2014,KENTUCKY,KY,Subtropical Humid,2014-06-08,23,16.0,63.0,17.0,3.0,1.0
2014,KENTUCKY,KY,Subtropical Humid,2014-06-15,24,20.0,59.0,18.0,2.0,1.0
2014,KENTUCKY,KY,Subtropical Humid,2014-06-22,25,22.0,57.0,17.0,3.0,1.0
2014,KENTUCKY,KY,Subtropical Humid,2014-06-29,26,23.0,56.0,17.0,3.0,1.0
2014,KENTUCKY,KY,Subtropical Humid,2014-07-06,27,23.0,59.0,14.0,3.0,1.0
2014,KENTUCKY,KY,Subtropical Humid,2014-07-13,28,22.0,55.0,18.0,4.0,1.0
2014,KENTUCKY,KY,Subtropical Humid,2014-07-20,29,21.0,54.0,18.0,5.0,2.0
2014,KENTUCKY,KY,Subtropical Humid,2014-07-27,30,17.0,49.0,22.0,9.0,3.0
2014,KENTUCKY,KY,Subtropical Humid,2014-08-03,31,12.0,50.0,23.0,11.0,4.0
2014,KENTUCKY,KY,Subtropical Humid,2014-08-10,32,11.0,46.0,24.0,13.0,6.0
2014,KENTUCKY,KY,Subtropical Humid,2014-08-17,33,12.0,46.0,24.0,13.0,5.0
2014,KENTUCKY,KY,Subtropical Humid,2014-08-24,34,12.0,47.0,23.0,13.0,5.0
2014,KENTUCKY,KY,Subtropical Humid,2014-08-31,35,14.0,48.0,23.0,11.0,4.0
2014,KENTUCKY,KY,Subtropical Humid,2014-09-07,36,15.0,48.0,22.0,11.0,4.0
2014,KENTUCKY,KY,Subtropical Humid,2014-09-14,37,16.0,48.0,21.0,11.0,4.0
2014,KENTUCKY,KY,Subtropical Humid,2014-09-21,38,19.0,46.0,21.0,10.0,4.0
2014,KENTUCKY,KY,Subtropical Humid,2014-09-28,39,19.0,47.0,19.0,11.0,4.0
2014,KENTUCKY,KY,Subtropical Humid,2014-10-05,40,19.0,47.0,19.0,11.0,4.0
2014,KENTUCKY,KY,Subtropical Humid,2014-10-12,41,19.0,47.0,19.0,11.0,4.0
2014,KENTUCKY,KY,Subtropical Humid,2014-10-19,42,19.0,47.0,19.0,11.0,4.0
2014,KENTUCKY,KY,Subtropical Humid,2014-10-26,43,19.0,47.0,19.0,11.0,4.0
2014,MICHIGAN,MI,Temperate Humid,2014-06-01,22,13.0,68.0,18.0,1.0,0.0
2014,MICHIGAN,MI,Temperate Humid,2014-06-08,23,13.0,68.0,17.0,2.0,0.0
2014,MICHIGAN,MI,Temperate Humid,2014-06-15,24,14.0,66.0,18.0,2.0,0.0
2014,MICHIGAN,MI,Temperate Humid,2014-06-22,25,17.0,63.0,17.0,2.0,1.0
2014,MICHIGAN,MI,Temperate Humid,2014-06-29,26,17.0,65.0,15.0,2.0,1.0
2014,MICHIGAN,MI,Temperate Humid,2014-07-06,27,20.0,62.0,14.0,3.0,1.0
2014,MICHIGAN,MI,Temperate Humid,2014-07-13,28,20.0,60.0,15.0,4.0,1.0
2014,MICHIGAN,MI,Temperate Humid,2014-07-20,29,22.0,59.0,14.0,4.0,1.0
2014,MICHIGAN,MI,Temperate Humid,2014-07-27,30,19.0,61.0,15.0,4.0,1.0
2014,MICHIGAN,MI,Temperate Humid,2014-08-03,31,19.0,58.0,17.0,5.0,1.0
2014,MICHIGAN,MI,Temperate Humid,2014-08-10,32,16.0,57.0,19.0,6.0,2.0
2014,MICHIGAN,MI,Temperate Humid,2014-08-17,33,16.0,56.0,19.0,7.0,2.0
2014,MICHIGAN,MI,Temperate Humid,2014-08-24,34,17.0,55.0,19.0,7.0,2.0
2014,MICHIGAN,MI,Temperate Humid,2014-08-31,35,18.0,54.0,19.0,7.0,2.0
2014,MICHIGAN,MI,Temperate Humid,2014-09-07,36,18.0,54.0,18.0,8.0,2.0
2014,MICHIGAN,MI,Temperate Humid,2014-09-14,37,16.0,55.0,19.0,7.0,3.0
2014,MICHIGAN,MI,Temperate Humid,2014-09-21,38,16.0,56.0,19.0,7.0,2.0
2014,MICHIGAN,MI,Temperate Humid,2014-09-28,39,16.0,57.0,18.0,7.0,2.0
2014,MICHIGAN,MI,Temperate Humid,2014-10-05,40,18.0,54.0,19.0,7.0,2.0
2014,MICHIGAN,MI,Temperate Humid,2014-10-12,41,17.0,54.0,20.0,7.0,2.0
2014,MICHIGAN,MI,Temperate Humid,2014-10-19,42,17.0,55.0,20.0,6.0,2.0
2014,MICHIGAN,MI,Temperate Humid,2014-10-26,43,17.0,55.0,20.0,6.0,2.0
2014,MICHIGAN,MI,Temperate Humid,2014-11-02,44,16.0,55.0,20.0,7.0,2.0
2014,MICHIGAN,MI,Temperate Humid,2014-11-09,45,16.0,55.0,20.0,7.0,2.0
2014,MICHIGAN,MI,Temperate Humid,2014-11-16,46,17.0,54.0,20.0,7.0,2.0
2014,MINNESOTA,MN,Temperate Humid,2014-06-01,22,15.0,68.0,16.0,1.0,0.0
2014,MINNESOTA,MN,Temperate Humid,2014-06-08,23,15.0,65.0,18.0,2.0,0.0
2014,MINNESOTA,MN,Temperate Humid,2014-06-15,24,17.0,62.0,17.0,3.0,1.0
2014,MINNESOTA,MN,Temperate Humid,2014-06-22,25,13.0,57.0,23.0,6.0,1.0
2014,MINNESOTA,MN,Temperate Humid,2014-06-29,26,13.0,52.0,25.0,8.0,2.0
2014,MINNESOTA,MN,Temperate Humid,2014-07-06,27,14.0,50.0,27.0,7.0,2.0
2014,MINNESOTA,MN,Temperate Humid,2014-07-13,28,15.0,49.0,28.0,6.0,2.0
2014,MINNESOTA,MN,Temperate Humid,2014-07-20,29,14.0,50.0,28.0,6.0,2.0
2014,MINNESOTA,MN,Temperate Humid,2014-07-27,30,14.0,54.0,25.0,5.0,2.0
2014,MINNESOTA,MN,Temperate Humid,2014-08-03,31,15.0,54.0,24.0,5.0,2.0
2014,MINNESOTA,MN,Temperate Humid,2014-08-10,32,13.0,57.0,23.0,6.0,1.0
2014,MINNESOTA,MN,Temperate Humid,2014-08-17,33,13.0,55.0,25.0,6.0,1.0
2014,MINNESOTA,MN,Temperate Humid,2014-08-24,34,13.0,58.0,23.0,5.0,1.0
2014,MINNESOTA,MN,Temperate Humid,2014-08-31,35,14.0,58.0,22.0,5.0,1.0
2014,MINNESOTA,MN,Temperate Humid,2014-09-07,36,15.0,57.0,22.0,4.0,2.0
2014,MINNESOTA,MN,Temperate Humid,2014-09-14,37,14.0,57.0,22.0,5.0,2.0
2014,MINNESOTA,MN,Temperate Humid,2014-09-21,38,14.0,57.0,22.0,5.0,2.0
2014,MINNESOTA,MN,Temperate Humid,2014-09-28,39,14.0,55.0,25.0,4.0,2.0
2014,MINNESOTA,MN,Temperate Humid,2014-10-05,40,14.0,55.0,25.0,4.0,2.0
2014,MINNESOTA,MN,Temperate Humid,2014-10-12,41,14.0,54.0,25.0,5.0,2.0
2014,MINNESOTA,MN,Temperate Humid,2014-10-19,42,15.0,53.0,26.0,4.0,2.0
2014,MINNESOTA,MN,Temperate Humid,2014-10-26,43,15.0,53.0,26.0,4.0,2.0
2014,MINNESOTA,MN,Temperate Humid,2014-11-02,44,14.0,52.0,28.0,4.0,2.0
2014,MISSOURI,MO,Temperate Humid,2014-05-18,20,9.0,44.0,36.0,10.0,1.0
2014,MISSOURI,MO,Temperate Humid,2014-05-25,21,8.0,53.0,31.0,7.0,1.0
2014,MISSOURI,MO,Temperate Humid,2014-06-01,22,10.0,55.0,29.0,6.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-06-08,23,11.0,56.0,27.0,6.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-06-15,24,15.0,56.0,23.0,6.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-06-22,25,20.0,55.0,21.0,4.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-06-29,26,27.0,52.0,18.0,3.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-07-06,27,29.0,52.0,17.0,2.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-07-13,28,32.0,52.0,14.0,2.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-07-20,29,33.0,53.0,13.0,1.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-07-27,30,33.0,51.0,14.0,2.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-08-03,31,32.0,50.0,16.0,2.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-08-10,32,33.0,50.0,15.0,2.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-08-17,33,34.0,49.0,15.0,2.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-08-24,34,35.0,48.0,15.0,2.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-08-31,35,35.0,49.0,14.0,2.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-09-07,36,36.0,48.0,14.0,2.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-09-14,37,38.0,47.0,13.0,2.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-09-21,38,39.0,46.0,13.0,2.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-09-28,39,41.0,45.0,12.0,2.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-10-05,40,45.0,42.0,11.0,2.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-10-12,41,46.0,41.0,11.0,2.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-10-19,42,46.0,41.0,11.0,2.0,0.0
2014,MISSOURI,MO,Temperate Humid,2014-10-26,43,46.0,41.0,11.0,2.0,0.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-05-04,18,4.0,70.0,23.0,3.0,0.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-05-11,19,7.0,72.0,19.0,2.0,0.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-05-18,20,9.0,72.0,17.0,2.0,0.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-05-25,21,10.0,71.0,17.0,2.0,0.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-06-01,22,11.0,70.0,17.0,2.0,0.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-06-08,23,9.0,66.0,20.0,4.0,1.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-06-15,24,12.0,53.0,29.0,5.0,1.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-06-22,25,14.0,52.0,28.0,5.0,1.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-06-29,26,14.0,49.0,30.0,6.0,1.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-07-06,27,12.0,45.0,29.0,11.0,3.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-07-13,28,11.0,46.0,27.0,12.0,4.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-07-20,29,12.0,47.0,27.0,11.0,3.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-07-27,30,12.0,50.0,24.0,11.0,3.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-08-03,31,18.0,43.0,24.0,11.0,4.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-08-10,32,15.0,45.0,25.0,11.0,4.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-08-17,33,16.0,45.0,24.0,12.0,3.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-08-24,34,17.0,44.0,24.0,11.0,4.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-08-31,35,17.0,43.0,24.0,12.0,4.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-09-07,36,17.0,43.0,25.0,12.0,3.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-09-14,37,15.0,44.0,26.0,12.0,3.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-09-21,38,15.0,44.0,26.0,12.0,3.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-09-28,39,15.0,44.0,26.0,12.0,3.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-10-05,40,15.0,44.0,26.0,12.0,3.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-10-12,41,15.0,44.0,26.0,12.0,3.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-10-19,42,15.0,44.0,26.0,12.0,3.0
2014,NORTH CAROLINA,NC,Subtropical Humid,2014-10-26,43,15.0,44.0,26.0,12.0,3.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-06-01,22,9.0,82.0,7.0,1.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-06-08,23,8.0,81.0,8.0,2.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-06-15,24,13.0,71.0,11.0,4.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-06-22,25,15.0,70.0,14.0,1.0,0.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-06-29,26,21.0,60.0,17.0,2.0,0.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-07-06,27,21.0,59.0,18.0,2.0,0.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-07-13,28,20.0,59.0,17.0,3.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-07-20,29,20.0,59.0,16.0,4.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-07-27,30,24.0,54.0,17.0,4.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-08-03,31,24.0,55.0,17.0,3.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-08-10,32,22.0,55.0,19.0,4.0,0.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-08-17,33,22.0,56.0,17.0,4.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-08-24,34,22.0,56.0,17.0,4.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-08-31,35,22.0,57.0,16.0,4.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-09-07,36,21.0,57.0,17.0,4.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-09-14,37,20.0,56.0,18.0,5.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-09-21,38,19.0,55.0,18.0,6.0,2.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-09-28,39,19.0,54.0,19.0,6.0,2.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-10-05,40,19.0,53.0,20.0,6.0,2.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-10-12,41,17.0,58.0,18.0,6.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-10-19,42,17.0,58.0,18.0,6.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-10-26,43,18.0,57.0,18.0,6.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-11-02,44,19.0,55.0,19.0,6.0,1.0
2014,NORTH DAKOTA,ND,Semi-Arid Continental,2014-11-09,45,20.0,53.0,18.0,8.0,1.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-06-01,22,11.0,65.0,22.0,2.0,0.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-06-08,23,11.0,59.0,24.0,4.0,2.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-06-15,24,12.0,54.0,25.0,6.0,3.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-06-22,25,14.0,54.0,25.0,5.0,2.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-06-29,26,18.0,52.0,23.0,5.0,2.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-07-06,27,20.0,52.0,21.0,5.0,2.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-07-13,28,22.0,52.0,19.0,5.0,2.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-07-20,29,24.0,52.0,17.0,5.0,2.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-07-27,30,22.0,52.0,19.0,5.0,2.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-08-03,31,20.0,52.0,20.0,6.0,2.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-08-10,32,20.0,51.0,20.0,6.0,3.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-08-17,33,20.0,50.0,21.0,6.0,3.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-08-24,34,20.0,51.0,20.0,6.0,3.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-08-31,35,21.0,50.0,20.0,6.0,3.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-09-07,36,22.0,50.0,19.0,6.0,3.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-09-14,37,22.0,51.0,19.0,6.0,2.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-09-21,38,22.0,51.0,19.0,6.0,2.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-09-28,39,22.0,51.0,19.0,6.0,2.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-10-05,40,22.0,52.0,18.0,6.0,2.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-10-12,41,23.0,52.0,18.0,5.0,2.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-10-19,42,24.0,51.0,18.0,5.0,2.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-10-26,43,24.0,51.0,18.0,5.0,2.0
2014,NEBRASKA,NE,Semi-Arid Continental,2014-11-02,44,24.0,52.0,17.0,5.0,2.0
2014,OHIO,OH,Temperate Humid,2014-06-01,22,13.0,62.0,21.0,3.0,1.0
2014,OHIO,OH,Temperate Humid,2014-06-08,23,17.0,60.0,20.0,2.0,1.0
2014,OHIO,OH,Temperate Humid,2014-06-15,24,16.0,62.0,18.0,3.0,1.0
2014,OHIO,OH,Temperate Humid,2014-06-22,25,19.0,59.0,18.0,3.0,1.0
2014,OHIO,OH,Temperate Humid,2014-06-29,26,20.0,56.0,20.0,3.0,1.0
2014,OHIO,OH,Temperate Humid,2014-07-06,27,20.0,55.0,20.0,4.0,1.0
2014,OHIO,OH,Temperate Humid,2014-07-13,28,21.0,53.0,21.0,4.0,1.0
2014,OHIO,OH,Temperate Humid,2014-07-20,29,23.0,52.0,20.0,4.0,1.0
2014,OHIO,OH,Temperate Humid,2014-07-27,30,21.0,55.0,19.0,4.0,1.0
2014,OHIO,OH,Temperate Humid,2014-08-03,31,21.0,55.0,18.0,4.0,2.0
2014,OHIO,OH,Temperate Humid,2014-08-10,32,21.0,54.0,20.0,4.0,1.0
2014,OHIO,OH,Temperate Humid,2014-08-17,33,22.0,53.0,20.0,4.0,1.0
2014,OHIO,OH,Temperate Humid,2014-08-24,34,22.0,53.0,20.0,4.0,1.0
2014,OHIO,OH,Temperate Humid,2014-08-31,35,21.0,54.0,20.0,4.0,1.0
2014,OHIO,OH,Temperate Humid,2014-09-07,36,20.0,56.0,19.0,4.0,1.0
2014,OHIO,OH,Temperate Humid,2014-09-14,37,21.0,55.0,19.0,4.0,1.0
2014,OHIO,OH,Temperate Humid,2014-09-21,38,22.0,54.0,19.0,4.0,1.0
2014,OHIO,OH,Temperate Humid,2014-09-28,39,21.0,54.0,20.0,4.0,1.0
2014,OHIO,OH,Temperate Humid,2014-10-05,40,22.0,53.0,20.0,4.0,1.0
2014,OHIO,OH,Temperate Humid,2014-10-12,41,23.0,53.0,19.0,4.0,1.0
2014,OHIO,OH,Temperate Humid,2014-10-19,42,23.0,54.0,18.0,4.0,1.0
2014,OHIO,OH,Temperate Humid,2014-10-26,43,24.0,53.0,19.0,3.0,1.0
2014,OHIO,OH,Temperate Humid,2014-11-02,44,24.0,54.0,18.0,3.0,1.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-06-01,22,5.0,82.0,13.0,0.0,0.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-06-08,23,8.0,77.0,14.0,1.0,0.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-06-15,24,22.0,63.0,14.0,1.0,0.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-06-22,25,29.0,55.0,14.0,2.0,0.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-06-29,26,29.0,51.0,18.0,2.0,0.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-07-06,27,31.0,50.0,17.0,2.0,0.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-07-13,28,33.0,48.0,14.0,4.0,1.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-07-20,29,34.0,47.0,15.0,3.0,1.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-07-27,30,35.0,45.0,16.0,4.0,0.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-08-03,31,35.0,46.0,16.0,3.0,0.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-08-10,32,34.0,45.0,17.0,3.0,1.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-08-17,33,33.0,47.0,16.0,3.0,1.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-08-24,34,33.0,47.0,16.0,3.0,1.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-08-31,35,24.0,58.0,15.0,2.0,1.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-09-07,36,26.0,56.0,16.0,2.0,0.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-09-14,37,28.0,54.0,16.0,2.0,0.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-09-21,38,28.0,54.0,16.0,2.0,0.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-09-28,39,28.0,54.0,16.0,2.0,0.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-10-05,40,28.0,55.0,15.0,2.0,0.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-10-12,41,30.0,55.0,13.0,2.0,0.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-10-19,42,30.0,53.0,14.0,3.0,0.0
2014,PENNSYLVANIA,PA,Temperate Humid,2014-10-26,43,30.0,54.0,14.0,2.0,0.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-06-01,22,7.0,75.0,17.0,1.0,0.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-06-08,23,8.0,77.0,14.0,1.0,0.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-06-15,24,9.0,75.0,15.0,1.0,0.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-06-22,25,10.0,71.0,17.0,1.0,1.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-06-29,26,13.0,66.0,18.0,2.0,1.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-07-06,27,13.0,67.0,17.0,2.0,1.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-07-13,28,15.0,67.0,15.0,2.0,1.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-07-20,29,13.0,65.0,17.0,3.0,2.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-07-27,30,14.0,60.0,19.0,5.0,2.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-08-03,31,13.0,58.0,21.0,6.0,2.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-08-10,32,13.0,58.0,22.0,5.0,2.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-08-17,33,13.0,56.0,24.0,5.0,2.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-08-24,34,13.0,59.0,21.0,5.0,2.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-08-31,35,16.0,58.0,20.0,4.0,2.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-09-07,36,16.0,57.0,20.0,5.0,2.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-09-14,37,16.0,58.0,19.0,5.0,2.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-09-21,38,15.0,59.0,19.0,5.0,2.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-09-28,39,15.0,59.0,19.0,5.0,2.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-10-05,40,16.0,59.0,18.0,5.0,2.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-10-12,41,15.0,59.0,19.0,5.0,2.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-10-19,42,16.0,58.0,20.0,4.0,2.0
2014,SOUTH DAKOTA,SD,Semi-Arid Continental,2014-10-26,43,17.0,58.0,19.0,4.0,2.0
2014,TENNESSEE,TN,Subtropical Humid,2014-06-01,22,19.0,63.0,16.0,2.0,0.0
2014,TENNESSEE,TN,Subtropical Humid,2014-06-08,23,18.0,56.0,19.0,5.0,2.0
2014,TENNESSEE,TN,Subtropical Humid,2014-06-15,24,19.0,57.0,18.0,4.0,2.0
2014,TENNESSEE,TN,Subtropical Humid,2014-06-22,25,22.0,55.0,17.0,4.0,2.0
2014,TENNESSEE,TN,Subtropical Humid,2014-06-29,26,23.0,55.0,17.0,4.0,1.0
2014,TENNESSEE,TN,Subtropical Humid,2014-07-06,27,24.0,55.0,16.0,5.0,0.0
