STATE,DATE,PRCP,RH,TMAX,TAVG,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
SD,2005-01-13,0.1348066298342541,73.70452454015904,-7.583229813664597,-15.169565217391304,-22.755900621118013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
SD,2005-01-14,0.1815217391304347,69.61933576174131,-17.97421383647799,-22.631446540880503,-27.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SD,2005-01-15,0.0288043478260869,69.94973796224869,-15.005,-21.383125,-27.76125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
SD,2005-01-16,0.0587912087912087,72.941936655673,-11.985987261146496,-19.421656050955413,-26.86645569620253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-01-17,0.0190217391304347,77.49300578312584,-7.957232704402516,-14.397798742138365,-20.83836477987421,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-01-18,0.1233695652173913,73.96129515241157,4.34375,-3.910443037974684,-12.11012658227848,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
SD,2005-01-19,0.0229508196721311,77.6555083654681,8.698125000000001,3.0615625,-2.575,6.0,3.0,0.0,4.0,0.0,7.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,4.0
SD,2005-01-20,0.0546448087431694,72.82277515094944,7.979375,3.005625,-1.968125,24.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0
SD,2005-01-21,0.3754098360655737,82.71858085154076,6.424375,-0.5275,-7.479375,33.0,3.0,0.0,7.0,0.0,13.0,0.0,0.0,2.0,0.0,6.0,0.0,2.0,4.0,4.0,5.0,4.0,0.0,4.0
SD,2005-01-22,0.4692307692307693,69.66438719338913,-0.2358490566037736,-8.960377358490566,-17.692500000000003,3.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SD,2005-01-23,0.0,63.225078088056826,5.203797468354431,-3.0901898734177213,-11.384177215189874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-01-24,0.0027173913043478,66.83822276179532,12.749068322981364,5.02375,-2.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-01-25,0.0016304347826086,64.99785431514024,12.288125,5.2471875,-1.820496894409938,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
SD,2005-01-26,0.0010869565217391,76.54927556142489,6.570625,-0.0827044025157232,-6.689937106918239,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
SD,2005-01-27,0.0061111111111111,84.61041880497747,1.4660377358490566,-3.24496855345912,-7.955974842767295,22.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0
SD,2005-01-28,0.1816666666666666,81.50673593111615,5.20125,0.53125,-4.13875,16.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,1.0,0.0,5.0,0.0,1.0,3.0,3.0,4.0,1.0,0.0,0.0
SD,2005-01-29,0.0519337016574585,88.08493830807782,3.9394904458598727,0.0948717948717948,-3.721794871794872,44.0,3.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,3.0
SD,2005-01-30,0.2610169491525423,89.98535584620713,2.0955414012738856,-0.8394904458598726,-3.774522292993631,36.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0
SD,2005-01-31,0.1707865168539325,83.8933533069184,3.860493827160494,0.108641975308642,-3.64320987654321,30.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
SD,2005-02-01,0.0223463687150838,76.35513866996857,6.140880503144654,0.939622641509434,-4.261635220125786,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-02-02,0.0027932960893854,68.9525822733597,9.879874213836478,2.3452830188679243,-5.189308176100629,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SD,2005-02-03,0.0033333333333333,61.12465662772329,13.253459119496856,4.995886075949367,-3.2259493670886075,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-02-04,0.005,53.11626534640912,16.853125,7.693037974683544,-1.441139240506329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-02-05,0.0483333333333333,56.13656916040805,14.851572327044028,6.285987261146497,-2.2955414012738853,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SD,2005-02-06,0.1711111111111111,76.26820878472002,4.443125,-2.445,-9.333125,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
SD,2005-02-07,0.4737430167597765,73.96219243453125,-6.3254658385093165,-10.444099378881988,-14.56273291925466,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
SD,2005-02-08,1.3448863636363635,77.84617044306856,-8.337888198757765,-12.232298136645964,-16.12670807453416,5.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0
SD,2005-02-09,0.359217877094972,77.36353289515893,-3.356875,-10.2471875,-17.162111801242236,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0
SD,2005-02-10,0.0188888888888888,69.52482194805165,4.19625,-3.9353125,-12.05776397515528,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
SD,2005-02-11,0.0033333333333333,55.60834962220815,11.591772151898734,2.411392405063291,-6.775471698113207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-02-12,0.0338888888888888,57.15465413784838,13.627215189873418,4.688924050632911,-4.2493670886075945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SD,2005-02-13,2.6444444444444444,69.28689849873548,11.226114649681527,5.210576923076923,-0.8378205128205127,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
SD,2005-02-14,1.223728813559322,73.94039665630585,7.3924050632911396,2.0607594936708864,-3.2708860759493668,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
SD,2005-02-15,0.1418079096045197,76.28593342809761,3.298113207547169,-1.7493710691823898,-6.79685534591195,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
SD,2005-02-16,0.0615819209039548,65.20127544176991,0.1974842767295597,-5.2248427672955975,-10.643125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-02-17,0.0033519553072625,58.91031724562546,1.916352201257861,-4.54685534591195,-11.01006289308176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-02-18,0.0016853932584269,63.50626672941669,4.658125,-3.9275,-12.513125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-02-19,0.54,74.3290458695101,3.249367088607595,-3.01993670886076,-9.289240506329117,16.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,3.0,2.0,5.0,1.0,0.0,3.0
SD,2005-02-20,1.7422857142857142,86.12836493317941,0.6826923076923077,-3.656730769230769,-7.996153846153847,20.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,4.0,3.0,3.0,1.0,0.0,3.0
SD,2005-02-21,0.2908571428571428,80.58906927415384,0.970253164556962,-4.140822784810126,-9.251898734177216,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0
SD,2005-02-22,0.0949152542372881,72.76701712293743,2.19493670886076,-3.769620253164557,-9.763522012578616,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
SD,2005-02-23,0.7367231638418079,69.97185434334048,3.9625,-2.97625,-9.915,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0
SD,2005-02-24,0.6022471910112359,66.99458417839088,6.81863354037267,-1.6813664596273292,-10.181366459627329,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
SD,2005-02-25,0.0256983240223463,57.18785986234465,8.256521739130434,0.1642857142857143,-7.927950310559007,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
SD,2005-02-26,0.0,61.73646709424023,10.47125,1.426875,-7.6175,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SD,2005-02-27,0.0016853932584269,67.88376772276595,7.915286624203822,0.6047770700636943,-6.7057324840764325,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
SD,2005-02-28,0.0078651685393258,67.07342059223971,1.9314465408805035,-4.682389937106918,-11.296226415094338,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0
SD,2005-03-01,0.0175824175824175,57.44344088686706,4.79375,-3.9134375,-12.618012422360248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-03-02,0.0010869565217391,55.82339114561204,8.360493827160495,0.2145061728395061,-7.931481481481482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-03-03,0.0016216216216216,60.97265184556979,11.124223602484472,1.9149068322981369,-7.304320987654321,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-03-04,0.0021621621621621,57.68624395550053,12.444720496894409,4.032608695652174,-4.379503105590063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-03-05,0.0016216216216216,58.319105738848975,15.381875,5.490625,-4.400625,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-03-06,0.0556756756756756,49.8547868484264,17.531446540880502,7.793081761006289,-1.9452830188679249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
SD,2005-03-07,0.4205405405405405,67.45093552151852,11.68198757763975,4.1027950310559005,-3.4763975155279505,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0
SD,2005-03-08,0.6666666666666666,71.70849890770882,4.045341614906832,-0.4596273291925465,-4.964596273291925,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
SD,2005-03-09,0.2234972677595628,64.15736271447709,8.017391304347825,1.583125,-4.8525,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0
SD,2005-03-10,0.287027027027027,61.35758121319865,8.762111801242236,3.449689440993789,-1.8627329192546584,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0
SD,2005-03-11,0.1185792349726776,55.48453543326065,11.488125,3.9703125,-3.5475000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
SD,2005-03-12,0.5407608695652174,59.98516629867595,10.117088607594935,2.608860759493671,-4.844025157232704,5.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,3.0,2.0,4.0,1.0,0.0,1.0
SD,2005-03-13,0.3911602209944751,71.61495237527163,1.3713375796178344,-3.684076433121019,-8.739490445859872,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0
SD,2005-03-14,0.4978021978021977,68.25569544781257,-0.1662420382165605,-5.004777070063694,-9.84331210191083,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
SD,2005-03-15,0.1266304347826087,66.42757966294059,2.3345911949685534,-4.329245283018868,-10.99308176100629,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
SD,2005-03-16,0.0291891891891891,59.61765095762693,5.485625000000001,-2.3775,-10.240625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SD,2005-03-17,0.3662983425414364,63.90596742725284,5.46,-0.7234375,-6.906874999999999,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0
SD,2005-03-18,2.58121546961326,78.70121213685493,2.312658227848101,-2.2683544303797465,-6.849367088607595,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0
SD,2005-03-19,0.3626373626373626,72.68756485095453,2.185350318471338,-4.148407643312102,-10.482165605095542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-03-20,0.1125683060109289,71.28035209953326,5.515923566878981,-1.0028662420382166,-7.521656050955414,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-03-21,1.019672131147541,78.31710236152888,5.300621118012423,1.068944099378882,-3.1627329192546583,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0
SD,2005-03-22,2.455675675675676,81.2113546725835,4.74,1.23875,-2.262111801242236,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
SD,2005-03-23,0.1652173913043478,77.50509196565119,6.873291925465838,1.7164596273291928,-3.440372670807453,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SD,2005-03-24,2.4322222222222223,83.52496653132319,5.265217391304348,0.6857142857142857,-3.893788819875776,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,5.0,0.0,3.0,1.0,0.0,1.0
SD,2005-03-25,1.9393442622950816,78.08328718418284,2.5,-3.253125,-9.0472049689441,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
SD,2005-03-26,0.0163043478260869,69.74904052697435,7.559375,0.3199999999999999,-6.919375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-03-27,0.0163934426229508,57.726840037584445,14.763522012578616,6.159119496855346,-2.4452830188679244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-03-28,0.0027322404371584,51.15069699049946,19.99875,10.6528125,1.306875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-03-29,0.1135135135135135,55.1235173489739,19.506875,11.5321875,3.5575,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
SD,2005-03-30,1.503804347826087,59.20850915785893,15.395652173913042,7.732298136645963,0.0689440993788819,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
SD,2005-03-31,0.3728260869565217,63.99143016208608,11.693125,4.7765625,-2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-01,0.0240437158469945,49.41506581907823,13.656521739130431,4.5086956521739125,-4.639130434782609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-02,0.0016304347826086,44.86250125302779,16.547169811320753,8.181761006289308,-0.1836477987421383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-03,0.004891304347826,48.67640825671277,20.90566037735849,10.534905660377358,0.1641509433962264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-04,0.0021739130434782,46.49483780261516,23.51875,14.065625,4.556521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-05,1.345945945945946,62.69691337981117,20.317283950617284,12.887037037037036,5.45679012345679,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-06,0.6622950819672131,59.61010428527215,17.62515337423313,9.6070987654321,1.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-07,0.0016304347826086,49.859228542069545,21.2320987654321,10.817283950617284,0.4024691358024692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-08,0.0615384615384615,43.429177311496034,23.811875,14.5003125,5.156521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-09,0.1038461538461538,54.17874829667581,21.27125,13.796875,6.3225,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-10,4.095628415300546,64.73732594145233,14.577848101265824,9.214649681528662,3.79493670886076,4.0,0.0,12.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-11,11.301639344262297,78.65537692877493,10.04375,6.1850000000000005,2.32625,15.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
SD,2005-04-12,4.332786885245902,75.12056434993029,11.238271604938271,5.83641975308642,0.4345679012345678,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-13,0.6472826086956521,73.08629412948885,14.813496932515337,8.420858895705521,2.028220858895706,18.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
SD,2005-04-14,0.0103260869565217,61.22959928752498,18.82484472049689,11.33975155279503,3.854658385093168,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-15,0.6739130434782609,50.34765628021147,17.81552795031056,10.42142857142857,3.0273291925465835,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-16,0.8126373626373626,57.17402692235356,18.643396226415096,10.471698113207546,2.3131250000000003,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-17,0.06775956284153,62.552322937089926,24.115625,15.0078125,5.9,27.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-18,0.0573770491803278,53.00073975501412,26.095625,17.793125,9.490625,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SD,2005-04-19,1.670652173913043,71.88474967454218,21.89006211180124,14.711801242236024,7.533540372670808,12.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
