STATE,DATE,PRCP,RH,TMAX,TAVG,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
CO,2005-01-11,3.7531416400425983,85.82003355025873,4.342148760330579,0.1993093922651933,-3.9417127071823206,53.0,4.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0
CO,2005-01-12,4.856687242798354,84.49680195323037,0.8953168044077136,-4.469337016574586,-9.85206611570248,37.0,4.0,1.0,2.0,0.0,6.0,0.0,2.0,1.0,0.0,3.0,6.0,0.0,0.0,2.0,1.0,7.0,2.0,0.0,4.0
CO,2005-01-13,1.697959183673469,73.84025372363774,-0.7527472527472527,-7.67603305785124,-14.59065934065934,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,2005-01-14,0.1830818965517241,72.74986881822991,0.7939226519337016,-6.536049723756906,-13.866022099447514,28.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0
CO,2005-01-15,0.2027442371020856,77.85227080669173,0.6845303867403315,-6.204696132596685,-13.0939226519337,20.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0
CO,2005-01-16,0.4272827282728272,77.89251058870795,2.4211699164345406,-4.810027855153203,-12.041225626740948,9.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
CO,2005-01-17,0.1081109925293489,78.80749712282076,4.141551246537396,-2.4750692520775623,-9.09168975069252,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,2005-01-18,0.1372294372294372,71.52814788884055,7.038055555555555,-0.5368055555555555,-8.111666666666666,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,2005-01-19,0.1003225806451613,70.28470731387094,10.36923076923077,2.9078296703296704,-4.553571428571429,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-01-20,0.0707841031149301,59.57615309961817,13.19060773480663,4.536740331491712,-4.11763085399449,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,2005-01-21,0.0081720430107526,58.70948494020813,12.061157024793388,3.564738292011019,-4.931043956043957,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-01-22,0.0720652173913043,73.96587597876999,9.28258426966292,1.1317415730337077,-7.018487394957983,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-01-23,0.0163066954643628,63.70580807876786,9.68361111111111,1.2952777777777778,-7.093055555555556,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,2005-01-24,0.0591534391534391,56.18437589436848,11.921666666666669,2.804305555555556,-6.311080332409973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-01-25,0.0251883745963401,60.56230864354007,9.908587257617729,1.6659279778393352,-6.5759668508287294,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,2005-01-26,0.2357219251336898,69.80395092096512,7.33983286908078,-0.1071030640668523,-7.553333333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
CO,2005-01-27,1.1403620873269436,82.45340333081714,5.706983240223464,0.3532122905027933,-4.99108635097493,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0
CO,2005-01-28,1.2335106382978724,87.23716597678921,4.297222222222223,-0.5778551532033427,-5.46786703601108,36.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,0.0,4.0,1.0,0.0,2.0
CO,2005-01-29,0.8525405405405405,84.70281328591298,3.82033426183844,-1.7085195530726256,-7.235933147632312,23.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0
CO,2005-01-30,5.4093782929399365,88.67035595458995,2.577839335180056,-2.044861111111111,-6.652354570637119,33.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,6.0,1.0,0.0,4.0
CO,2005-01-31,4.915368852459016,83.78950723294035,0.9451253481894152,-4.116434540389972,-9.177222222222223,14.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,2.0
CO,2005-02-01,0.6120959332638165,80.253340877176,1.0202216066481995,-5.7306944444444445,-12.478393351800554,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CO,2005-02-02,0.1601272534464475,71.94193897732133,2.4660167130919217,-5.578770949720671,-13.65292479108635,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,2005-02-03,0.1402360515021459,64.90116788068154,5.945152354570636,-2.720637119113573,-11.382044198895027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,2005-02-04,0.0923573735199138,64.04463519685333,7.800831024930748,-1.2331024930747922,-10.249447513812155,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,2005-02-05,0.0542635658914728,58.73315826753655,7.555988857938718,-0.607242339832869,-8.758611111111112,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,2005-02-06,0.203670745272525,71.06234280295035,5.267966573816156,-1.7110027855153205,-8.683055555555557,13.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0
CO,2005-02-07,0.9287526427061312,85.92513148740191,0.539612188365651,-3.9398891966759,-8.411878453038673,31.0,4.0,2.0,2.0,2.0,7.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,4.0
CO,2005-02-08,1.6889804325437694,87.3575905069088,-0.7720994475138122,-5.949033149171271,-11.119834710743802,29.0,1.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
CO,2005-02-09,0.3116577540106952,71.7180262613126,0.9735376044568244,-6.433798882681565,-13.848055555555556,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,2005-02-10,0.3109663409337676,55.25173573298316,5.543490304709142,-3.4253462603878115,-12.394182825484766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-02-11,0.5622950819672131,53.45696533218295,7.485515320334263,-0.512116991643454,-8.50974930362117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
CO,2005-02-12,1.4043189368770763,68.49131163586223,6.856424581005586,1.546787709497207,-3.762849162011173,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
CO,2005-02-13,0.534696132596685,65.35746903781802,7.672752808988764,1.7320224719101125,-4.210364145658264,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,2005-02-14,0.2976998904709748,57.038151381277565,8.22033426183844,1.927513966480447,-4.344692737430168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-02-15,1.3090719499478622,75.66470911231723,6.409523809523809,-0.140281690140845,-6.684550561797752,20.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
CO,2005-02-16,2.830959752321981,84.86808679757002,1.4512534818941505,-3.763509749303621,-8.998060941828255,23.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,4.0,2.0,5.0,1.0,0.0,1.0
CO,2005-02-17,0.6271750805585392,71.63220109222601,4.006611570247935,-3.907162534435261,-11.820936639118456,16.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
CO,2005-02-18,0.64004400440044,70.72135779831781,5.519889502762431,-2.145165745856354,-9.790633608815426,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
CO,2005-02-19,1.4908174692049272,74.94718189890818,5.142148760330579,-0.1922865013774104,-5.521153846153847,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
CO,2005-02-20,1.501231802911534,67.03783599261625,7.180833333333333,1.1079608938547485,-4.925833333333333,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CO,2005-02-21,0.9961456102783726,65.41089598864446,7.300277777777778,0.7361111111111112,-5.826592797783934,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2005-02-22,0.5087378640776699,71.01224051224092,6.7844444444444445,0.8381944444444445,-5.113019390581718,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2005-02-23,0.978941798941799,83.00762035320834,4.253760445682451,-1.299442896935933,-6.861944444444445,19.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0
CO,2005-02-24,0.7385759829968119,68.0549421452839,5.546944444444445,-2.5590277777777777,-10.671191135734071,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CO,2005-02-25,0.2196448390677025,60.808610296383065,6.01685393258427,-2.065870786516854,-10.125418994413408,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-02-26,0.4460176991150442,66.92959541190116,5.832773109243698,-1.66624649859944,-9.168523676880223,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
CO,2005-02-27,0.1985651214128035,66.97759498170439,5.877591036414566,-1.7635854341736696,-9.412011173184355,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CO,2005-02-28,0.0933920704845815,63.59609894041962,5.836974789915967,-1.8518207282913168,-9.5406162464986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-03-01,0.2490301724137931,57.77951943935795,5.803641456582634,-1.519467787114846,-8.84413407821229,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
CO,2005-03-02,0.3767223382045929,62.01991297068015,7.454317548746518,-0.9885793871866294,-9.432222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
CO,2005-03-03,0.0849462365591397,52.947196191966896,8.50747922437673,-0.2274238227146814,-8.967127071823205,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-03-04,0.1399784482758621,50.98531500513423,9.81606648199446,0.5825484764542935,-8.64475138121547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-03-05,0.1136911281489594,54.50866404707455,10.30974930362117,1.7343575418994412,-6.834261838440112,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2005-03-06,0.1065410199556541,59.13099049743739,11.28882681564246,2.928072625698324,-5.432681564245811,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-03-07,0.136,52.582413873418304,10.537950138504154,2.435,-5.645983379501385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CO,2005-03-08,0.3097402597402597,59.08929076167039,8.417270194986074,1.7830532212885153,-4.837988826815643,5.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0
CO,2005-03-09,0.6193514644351464,59.795837310907686,11.188121546961325,3.1588642659279778,-4.878393351800554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-03-10,0.0281115879828326,52.96308729354239,11.625824175824176,3.5075549450549453,-4.610714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2005-03-11,0.0671722643553629,52.37407375671973,11.952762430939226,2.809254143646409,-6.334254143646409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-03-12,0.1797777777777777,44.26715826782456,14.039058171745154,5.056805555555556,-3.907222222222222,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CO,2005-03-13,5.41460221550856,64.5654535149206,7.852777777777778,-0.0005555555555555,-7.83213296398892,9.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,5.0,3.0,0.0,2.0
CO,2005-03-14,1.7332642487046632,74.42819854154195,-0.5340720221606647,-6.184261838440111,-11.88277777777778,9.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,4.0
CO,2005-03-15,1.9218390804597705,66.2684812953527,0.3027548209366391,-7.016620111731843,-14.36508379888268,6.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0
CO,2005-03-16,0.3155675675675675,56.82774551988834,3.551373626373626,-4.316620498614959,-12.188919667590028,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,2005-03-17,0.4386740331491712,54.46349220451919,5.8610497237569055,-0.8568055555555555,-7.615833333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-03-18,0.5718582169709989,64.9846119759801,5.673204419889502,-1.18393351800554,-8.016897506925208,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CO,2005-03-19,0.4784994400895856,64.34989841287705,7.049725274725274,-0.4391184573002755,-7.927548209366391,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2005-03-20,1.439977728285078,66.82353039261397,8.34819944598338,1.7416434540389971,-4.8245125348189415,10.0,0.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
CO,2005-03-21,4.161819980217607,77.96592132264428,5.64171270718232,0.1333795013850415,-5.35207756232687,22.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0
CO,2005-03-22,0.6433962264150943,68.80702557356216,6.986301369863014,-0.0976712328767123,-7.1530054644808745,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-03-23,0.9232085561497324,72.90701527425209,7.422677595628415,1.5893150684931507,-4.233972602739726,33.0,2.0,10.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,2.0
CO,2005-03-24,1.9108,77.20432852096258,5.667397260273972,-0.1491780821917808,-5.965753424657534,33.0,2.0,7.0,5.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,1.0
CO,2005-03-25,3.129471544715447,86.3292154398628,3.905263157894737,-1.784349030470914,-7.473961218836565,27.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,5.0,1.0,6.0,2.0,1.0,1.0
CO,2005-03-26,2.615052631578948,85.0854187666434,3.3110497237569056,-2.0816298342541435,-7.474309392265193,16.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,2.0,7.0,1.0,0.0,5.0
CO,2005-03-27,0.5942604856512141,66.99731843357496,8.351675977653631,-0.188268156424581,-8.728212290502793,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,2005-03-28,0.1096069868995633,51.72139810163393,12.963157894736842,4.956284916201118,-3.002513966480447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2005-03-29,0.942478813559322,56.09737231658284,9.829201101928374,2.844875346260388,-4.169529085872576,5.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0
CO,2005-03-30,2.0139742319127847,67.22830851518506,5.3871232876712325,-0.7446428571428572,-6.868406593406593,12.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0
CO,2005-03-31,4.29903474903475,77.19830452475654,3.737119113573407,-2.354016620498615,-8.445152354570636,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0
CO,2005-04-01,0.9961,57.55623022143183,7.756906077348066,-1.3983333333333332,-10.654016620498616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-04-02,0.2164397905759162,48.37761878441362,13.325555555555557,4.060195530726257,-5.201675977653632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-04-03,0.1067724867724867,45.46692833888021,16.002185792349728,7.386065573770492,-1.230054644808743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-04-04,0.3355691056910569,42.36788058451399,15.114713896457769,7.018904109589041,-1.0364383561643835,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
CO,2005-04-05,2.2485714285714287,67.35541921644015,10.633060109289618,3.943543956043956,-2.673076923076923,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,3.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0
CO,2005-04-06,2.6481299212598426,57.98416564391437,12.174520547945203,3.6404109589041096,-4.859673024523161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-04-07,0.1089285714285714,50.56035655755686,16.644986449864497,6.565896739130435,-3.5116847826086954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-04-08,0.2051612903225806,47.5376958850535,15.329539295392957,6.939402173913043,-1.4244565217391305,0.0,0.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
CO,2005-04-09,0.496583850931677,48.13394114641192,12.23379120879121,3.986263736263736,-4.261263736263736,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
CO,2005-04-10,6.626733668341709,75.67767506496035,6.237465564738292,0.7100550964187328,-4.817355371900827,15.0,5.0,9.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,6.0,5.0,0.0,4.0
CO,2005-04-11,13.375141776937618,73.2438183156787,5.02534435261708,-0.4448895027624309,-5.968232044198895,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0
CO,2005-04-12,0.2388496468213925,55.9840389283516,10.892265193370166,2.5394444444444444,-5.841274238227147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2005-04-13,0.1217213114754098,50.50184957940672,15.641322314049589,5.845454545454546,-3.950413223140496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
