areasymbol,awc_r_wmean,om_r_wmean,ph1to1h2o_r_wmean,n_records
MN063,0.1919130434782609,6.480493537015278,6.819459459459459,125.0
MN065,0.18753669507575757,4.8060487689393945,5.73203125,330.0
MN067,0.189885598923284,6.516806864064603,7.008714670255721,463.0
MN069,0.1784791833925909,9.859846312650534,7.263287074205757,444.0
MN073,0.1883884197828709,4.5390470446320865,7.222714113389626,331.0
MN075,0.17838737495688167,5.193543750718638,5.424376221685639,723.0
MN077,0.17882530120481932,8.680321285140563,6.514477911646587,127.0
MN079,0.19075506756756758,6.099408783783785,6.608378378378379,159.0
MN081,0.19001887682869278,4.293723454459651,7.1449646059462015,450.0
MN083,0.18716496220542467,4.816140506891951,7.217109826589596,405.0
MN085,0.19913009404388718,8.220376175548589,6.805862068965517,213.0
MN087,0.18147336983573914,5.598564791770367,6.884751949560313,235.0
MN089,0.18660449134863175,11.746395263222482,7.185501288501657,684.0
MN091,0.19789232127096204,6.709973521624008,6.860105913503972,174.0
MN093,0.1902973901098901,6.970415521978021,6.880831043956044,457.0
MN095,0.1773545263542523,4.59253676806431,5.746295788800585,412.0
MN097,0.14720435893986278,2.759673079510292,5.952320731871383,176.0
MN099,0.19413817264573993,3.770424607623319,6.468876121076232,222.0
MN101,0.1887769491525424,4.603,7.0162576271186445,535.0
MN103,0.19215336463223784,7.474217527386541,6.880109546165883,183.0
MN105,0.19102323282254077,5.209503213049926,6.79876421156698,323.0
MN107,0.17686481690595257,5.151463945797709,7.376334892724632,561.0
MN109,0.1893700236241141,3.3266471257327845,6.52876017149357,297.0
MN111,0.16841725404127803,4.784852066011059,6.896728991685308,839.0
MN113,0.18664400596915937,11.570925219698228,7.222948101475708,326.0
MN115,0.17564663310258025,8.246853366897419,5.605018879798616,255.0
MN117,0.19487420398789018,4.293856352437624,7.01416640567909,373.0
MN119,0.18056343511874967,7.5388202903387285,7.258106680015574,709.0
MN121,0.17942671593326615,4.405290560967417,7.106326279252044,399.0
MN123,0.16525860973440082,2.87441352141314,6.129355699580634,174.0
MN125,0.1873579583613163,10.572834116856953,7.333969106783076,376.0
MN127,0.18984476911035741,4.9853248108531165,7.080341768849465,258.0
MN129,0.19810719915922226,6.709038360483447,7.046410930110353,284.0
MN131,0.20293829578844275,6.844686581782566,6.523496571988247,262.0
MN133,0.20147149725274727,4.514878090659341,6.837585851648352,222.0
MN135,0.18752420282986934,12.252318732651817,7.013702525218333,662.0
MN139,0.18061099275671066,3.953089049850874,6.5268939071154675,230.0
MN141,0.13472839853644808,2.783520968195891,6.086138474528568,171.0
MN143,0.2035046632124352,8.769222797927462,6.883937823834197,150.0
MN145,0.17065233616957756,4.283228840125393,6.623742349604418,408.0
MN147,0.19496829710144928,5.388383152173914,6.564148550724639,327.0
MN149,0.1865554435483871,4.944017137096774,7.364637096774193,439.0
MN151,0.18612258406142443,5.186715647339158,7.300661900979613,321.0
MN153,0.14051145510835913,3.3998947368421053,6.376904024767802,261.0
MN155,0.1924778348110126,4.95001166588894,7.262085860942603,363.0
MN157,0.19784112962591183,2.678896473265074,6.430716723549487,503.0
MN159,0.14133225893096962,4.89368788611335,6.218748321246307,133.0
MN161,0.2053690176322418,9.65528967254408,6.705680100755668,305.0
MN163,0.17004661807085947,2.98082386845228,6.164705882352941,257.0
MN165,0.18740811808118085,6.245608856088561,6.95859778597786,194.0
MN167,0.18581805297191956,5.980799893701834,7.382212773496324,489.0
MN169,0.20290372140662344,2.836153123933083,6.52242232843974,405.0
MN171,0.17355599793555998,6.279783233797833,6.513949716139497,393.0
MN173,0.1912395529151143,4.46108146208841,7.182791259691873,335.0
MN613,0.16364559920884653,5.8174952800503466,5.43084599478558,538.0
MN615,0.17867711434074593,5.241814043074768,5.525783575555945,475.0
MN617,0.16132851333032083,5.643997589998493,5.303893658683537,548.0
MN619,0.18937257124352333,9.180416126943005,5.511139896373056,531.0
MN621,0.17129323696437793,6.439769402856651,5.3251677852349,470.0
MN625,0.1903548914312398,9.882033621293486,5.863483539575064,408.0
MN627,0.165748031496063,12.674015748031495,5.004094488188976,65.0
