STATE,DATE,TMIN,TAVG,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16,WT17,WT18,WT19,WT21,WT22
TX,2013-01-16,-3.5343035343035343,1.6817047817047817,6.894409937888199,0.4157860404435747,60.852742805216586,1.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2013-01-17,-2.491891891891892,5.32089397089397,13.137551867219916,0.0106453759148369,57.42805472363506,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-01-18,-0.8580375782881002,7.73089770354906,16.31983298538622,0.0164900662251655,61.843178725846975,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-01-19,0.8525210084033613,9.46313025210084,18.07373949579832,0.0021419009370816,64.40570572213197,27.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TX,2013-01-20,1.5833333333333333,10.778645833333334,19.97395833333333,0.0022267206477732,67.77272288892495,62.0,32.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
TX,2013-01-21,2.258227848101266,10.776638477801267,19.294092827004217,0.002342704149933,68.75705617341355,46.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TX,2013-01-22,2.4437238493723847,10.296331236897275,18.14737945492662,0.0017344896597731,66.65585088581285,26.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-01-23,4.582744282744283,13.114760914760916,21.64211618257261,0.0147486772486772,71.93133477953465,77.0,33.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
TX,2013-01-24,7.536554621848739,15.753991596638654,23.97142857142857,0.0126336898395721,74.1326389111982,82.0,37.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
TX,2013-01-25,8.827974947807935,15.805949895615866,22.795426195426195,0.0105827193569993,75.23101742841112,70.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
TX,2013-01-26,8.151059322033898,14.255732484076432,20.374152542372883,0.0823092505064145,77.51597768841873,73.0,24.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,20.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0
TX,2013-01-27,9.860381355932205,15.939406779661017,22.02247899159664,0.1291139240506329,80.12279377382755,72.0,20.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,19.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0
TX,2013-01-28,13.760587002096436,19.29465408805031,24.83723849372385,0.1346605744125326,75.29788234417687,26.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,10.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0
TX,2013-01-29,13.644186046511628,19.122621564482028,24.60105708245243,0.4397503285151116,73.47316091375686,35.0,2.0,44.0,0.0,1.0,0.0,4.0,17.0,0.0,0.0,2.0,14.0,2.0,24.0,0.0,4.0,0.0,0.0,1.0
TX,2013-01-30,3.602521008403361,11.367684210526315,19.125263157894736,2.2720532319391635,48.372799807591655,3.0,0.0,15.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
TX,2013-01-31,-0.6995762711864406,7.560275423728813,15.814799154334038,0.0116643929058663,44.474023842624526,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-02-01,0.4462343096234309,9.682075471698116,18.91236897274633,0.0007868852459016,52.718916147416586,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-02-02,3.108686440677966,11.55625,20.00380549682875,0.0124495289367429,60.60252126457072,11.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
TX,2013-02-03,3.6866807610993657,12.150845665961944,20.615010570824523,0.0002035278154681,57.20422603662837,21.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
TX,2013-02-04,6.886307053941908,13.996784232365146,21.107261410788382,0.1608194622279129,62.84568207548609,38.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
TX,2013-02-05,8.032127659574467,15.277765957446809,22.52340425531915,0.6194174757281553,70.89785036219088,82.0,38.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,20.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0
TX,2013-02-06,9.387420042643924,16.02238805970149,22.66,2.8243389423076923,77.31594309832248,87.0,19.0,22.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,22.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0
TX,2013-02-07,10.366108786610878,16.353661087866108,22.35135699373695,4.435469819539515,74.46121138922527,69.0,15.0,3.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,22.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
TX,2013-02-08,6.126359832635983,13.280439330543931,20.434518828451885,0.0437002652519894,62.05719021137137,19.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2013-02-09,6.5777301927194864,12.802248394004282,19.02676659528908,0.1376177658142665,71.06010968765789,57.0,2.0,8.0,0.0,2.0,0.0,3.0,29.0,0.0,0.0,1.0,27.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0
TX,2013-02-10,8.434475374732335,14.460706638115632,20.48693790149893,6.573039215686275,64.37053154509226,48.0,0.0,58.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,3.0,21.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0
TX,2013-02-11,6.996041666666667,12.633854166666667,18.271666666666665,2.369418386491557,61.0970459280184,32.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0
TX,2013-02-12,6.45020920502092,11.041090146750523,15.64142259414226,4.291542584871948,81.05990252690431,86.0,4.0,39.0,5.0,0.0,1.0,0.0,10.0,0.0,0.0,3.0,28.0,5.0,23.0,1.0,4.0,0.0,0.0,2.0
TX,2013-02-13,2.04873949579832,8.319684210526315,14.598949579831933,1.492431045542014,66.46222851035594,6.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
TX,2013-02-14,0.2551362683438155,8.569601677148846,16.884067085953877,0.0141160949868073,58.25635289134591,17.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
TX,2013-02-15,1.569311064718163,9.468267223382046,17.36722338204593,0.0232356857523302,60.17926639792819,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
TX,2013-02-16,-0.9459574468085108,6.98531914893617,14.916595744680851,0.025354012137559,52.88596037941336,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
TX,2013-02-17,0.7492505353319058,9.81948608137045,18.88974358974359,0.0236573759347382,51.66795293807835,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-02-18,6.401515151515151,14.29935064935065,22.191144708423327,0.1709979906229068,58.779366686864186,9.0,1.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
TX,2013-02-19,4.380672268907563,12.25546218487395,20.130252100840337,1.898121761658031,50.97447467705239,10.0,4.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
TX,2013-02-20,6.013626834381552,11.394642857142856,16.774789915966387,1.754772301933874,65.95065342012666,51.0,4.0,15.0,2.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,15.0,3.0,33.0,1.0,2.0,0.0,0.0,0.0
TX,2013-02-21,6.933402922755741,12.072698744769877,17.254279749478076,2.6514634146341463,71.42829293117086,81.0,10.0,45.0,14.0,5.0,2.0,0.0,20.0,0.0,0.0,6.0,26.0,2.0,25.0,0.0,3.0,0.0,0.0,1.0
TX,2013-02-22,3.0511530398322853,10.13867924528302,17.238912133891215,1.3545931758530183,61.47084593731921,16.0,1.0,4.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
TX,2013-02-23,1.2378205128205126,8.509615384615385,15.78912579957356,0.027770083102493,60.480972347265215,11.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
TX,2013-02-24,2.3916666666666666,10.843376068376068,19.291897654584226,0.0259002770083102,63.38435487966253,24.0,8.0,4.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,10.0,2.0,8.0,0.0,3.0,0.0,0.0,1.0
TX,2013-02-25,4.369747899159663,11.964600840336134,19.562683438155137,1.0356544165054804,61.27269499523284,51.0,15.0,19.0,2.0,1.0,2.0,3.0,23.0,1.0,0.0,10.0,21.0,2.0,27.0,1.0,9.0,1.0,0.0,2.0
TX,2013-02-26,1.0220338983050847,8.039596602972399,15.05031847133758,0.9558155080213904,53.75179917916245,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
TX,2013-02-27,0.965546218487395,8.64159663865546,16.333542976939203,0.0067576791808873,53.85792196120616,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
TX,2013-02-28,0.4358490566037736,7.718867924528302,15.00188679245283,0.0017146776406035,50.243553953099216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-01,-0.6352083333333333,7.485416666666667,15.606041666666666,0.0604288499025341,48.597870618003896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-02,-0.160759493670886,8.243776371308018,16.638947368421054,0.0005263157894736,50.36729092788361,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-03,0.7054852320675105,10.336046511627906,19.94282700421941,0.0131926121372031,46.3582546295048,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-04,6.806932773109244,16.200210084033614,25.58993710691824,0.0,48.07681266853002,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
TX,2013-03-05,5.147717842323651,14.56701244813278,23.994202898550725,0.0028994845360824,49.07849484373123,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,8.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
TX,2013-03-06,0.480672268907563,8.800210084033612,17.11404612159329,0.0016056518946692,41.387151029282,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-07,2.708523908523909,11.160104166666668,19.606041666666663,0.0003219575016097,49.81914195387802,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-08,8.081002087682673,15.155219206680586,22.232916666666664,0.1247191011235955,70.73209896239094,32.0,0.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,15.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-09,12.902100840336134,17.769747899159665,22.645911949685534,1.5625766871165645,75.62299068402956,38.0,2.0,42.0,0.0,1.0,0.0,1.0,16.0,0.0,0.0,0.0,13.0,2.0,24.0,0.0,1.0,0.0,0.0,0.0
TX,2013-03-10,7.672669491525424,14.201588983050849,20.73050847457627,12.57897793263647,63.7039169924785,28.0,0.0,34.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0,3.0,24.0,0.0,2.0,0.0,0.0,0.0
TX,2013-03-11,1.2964360587002095,9.343248945147678,17.358700209643608,0.930813953488372,47.282777636042645,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-12,1.4764583333333334,10.90345188284519,20.321294363256783,0.0261319534282018,45.17233274734629,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-13,2.9619047619047616,12.33623188405797,21.71055900621118,0.0091563113145846,51.4732934599338,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TX,2013-03-14,5.011974789915966,14.308193277310924,23.60041928721174,0.0015072083879423,53.29434711772653,16.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-15,7.790566037735849,17.05871848739496,26.330252100840337,0.0001967213114754,56.03172442498294,22.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-16,10.634672304439746,19.29038054968288,27.9457805907173,0.0003984063745019,57.034178172835375,13.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-17,11.504621848739497,19.271473684210527,27.061344537815128,0.0382372432074221,64.92700143305167,19.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,2.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-18,11.721593291404613,18.985010482180293,26.24676409185804,0.0108247422680412,60.88575760399817,47.0,5.0,3.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-19,8.68807531380753,17.027510460251044,25.37536534446764,0.0483912483912483,58.19736260797867,15.0,4.0,16.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-20,7.801882845188285,15.38378661087866,22.971875,2.8377751338489,56.37728046564923,22.0,0.0,24.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,2.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-21,8.462630480167014,15.407620041753653,22.347708333333333,0.1189016602809706,56.43793987924191,1.0,0.0,2.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-22,10.166037735849056,17.19203354297694,24.21802935010482,0.0598961713173264,71.52947541387927,42.0,0.0,1.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,0.0,20.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-23,9.491082802547773,15.756263269639064,22.0446088794926,0.6479274611398964,76.81722838010901,49.0,13.0,29.0,0.0,3.0,0.0,3.0,57.0,0.0,0.0,0.0,23.0,6.0,22.0,0.0,1.0,0.0,0.0,0.0
TX,2013-03-24,3.443496801705757,11.250534188034187,19.06162046908316,1.0405654174884944,58.58410080495303,35.0,12.0,5.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,3.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-25,-0.050104821802935,7.083928571428571,14.247390396659709,0.0162987012987013,44.7781828562288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-26,-0.7269311064718162,7.26213389121339,15.2544885177453,0.0116174582798459,42.54875521059022,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-27,1.671069182389937,10.45221052631579,19.24926624737945,0.0068458093410108,47.7316156527201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-28,7.375208333333333,15.1359375,22.896666666666665,0.0017937219730941,64.5496910077264,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-29,11.446736842105263,17.97694736842105,24.50715789473684,0.0789473684210526,70.11554822221649,31.0,2.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-30,12.901070663811565,19.527837259100643,26.1508547008547,3.0226623376623376,70.17700108202551,35.0,1.0,35.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0
TX,2013-03-31,14.06659528907923,20.60642398286938,27.134754797441367,1.0512939615129395,70.04347305777479,27.0,2.0,53.0,0.0,5.0,0.0,1.0,20.0,0.0,0.0,2.0,10.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-01,12.019537815126052,19.28560924369748,26.55073375262055,3.573996509598604,68.8155436357492,38.0,3.0,22.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-02,11.23465553235908,18.28997912317328,25.33875,2.04638196915777,76.8358630587833,68.0,0.0,57.0,0.0,7.0,4.0,0.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-03,7.971725571725572,12.80490605427975,17.644258872651356,22.009211222869244,86.11144734527082,78.0,1.0,52.0,0.0,3.0,7.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-04,5.472291666666666,10.0244769874477,14.567782426778242,3.3775881683731512,76.37305550901823,53.0,1.0,4.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-05,4.053526970954357,11.97676348547718,19.909316770186336,0.0928436911487759,64.64198680290959,36.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-06,7.619661733615222,16.197463002114166,24.78442105263158,0.0046885035324341,62.287339454587965,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-07,12.345647558386412,19.53726114649681,26.736708860759496,0.0042893725992317,68.12189570457424,10.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-08,15.242677824267782,21.5272536687631,27.832083333333333,0.0028589580686149,69.65182919324357,18.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-09,16.08097251585624,22.391437632135307,28.71054852320675,0.1315023163467902,69.11348818763591,32.0,0.0,2.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-10,7.817255717255717,17.015031315240083,26.184199584199582,1.808972073677956,74.1239144204692,40.0,1.0,41.0,18.0,4.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-11,3.667640918580376,11.186401673640168,18.70564853556485,6.41744054360136,60.74123835802768,14.0,0.0,29.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-12,4.750313152400835,13.854592901878917,22.95887265135699,0.4244694132334581,55.33082302897329,8.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-13,8.657383966244726,17.187869198312235,25.725052631578947,0.0661488673139158,58.130951868710106,15.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-14,11.644491525423728,19.576906779661016,27.509322033898304,0.0425096030729833,63.13268286843317,36.0,4.0,5.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-15,14.828008298755188,22.70134854771784,30.58737060041408,0.0019620253164556,63.27213526316914,28.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-16,16.848333333333333,23.6665625,30.48479166666667,0.0260923845193508,67.3682578802973,32.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-17,18.020454545454545,23.62871900826446,29.2420618556701,0.1888958203368684,74.21624422161483,55.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2013-04-18,10.56192468619247,18.584205020920503,26.62526096033403,4.170547945205479,73.22009493041449,47.0,0.0,31.0,0.0,1.0,0.0,1.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
